Joueur;Equipe;Statut;Position;Age;2025-26;2026-27;2027-28;2028-29;2029-30
Posch, Isak;COL;ELC;G;24;872500;872500;RFA;0;0
Gay, Cooper;COL;ELC;RW;24;872500;872500;RFA;0;0
Bardakov, Zakhar;COL;ELC;C,LW;25;867500;RFA;0;0;0
Ivan, Ivan;COL;ELC;C,LW;23;845000;RFA;0;0;0
Kelly, Parker;COL;;C,LW;26;825000;1700000;1700000;1700000;1700000
Prishchepov, Nikita;COL;ELC;C,LW;22;806667;806667;RFA;0;0
Weinstein, Saige;COL;ELC;D;20;783334;783334;783334;RFA;0
Tynan, TJ;COL;;C;34;775000;UFA;0;0;0
Blankenburg, Nick;COL;;RD;27;775000;UFA;0;0;0
Gushchin, Danil;COL;;LW,RW;24;775000;RFA;0;0;0
Puustinen, Valtteri;COL;;RW,LW;26;775000;UFA;0;0;0
Stienburg, Matthew;COL;;C;25;775000;0;0;0;0
Felhaber, Tye;COL;;LW,C;27;775000;UFA;0;0;0
Barre-Boulet, Alex;COL;;C,W;28;775000;UFA;0;0;0
Nielsen, Tristen;COL;;LW,C;26;775000;775000;UFA;0;0
Middleton, Keaton;COL;;LD;28;775000;775000;UFA;0;0
Polin, Jason;COL;;RW;26;775000;UFA;0;0;0
Miner, Trent;COL;;G;25;775000;775000;RFA;0;0
MacDonald, Jacob;COL;;D,LW;33;775000;UFA;0;0;0
Attard, Ronald;COL;;D;26;775000;UFA;0;0;0
Ahcan, Jack;COL;;LD;28;775000;UFA;0;0;0
Aamodt, Wyatt;COL;;D;28;775000;775000;UFA;0;0
Ranta, Sampo;COL;;LW,RW;25;RFA;0;0;0;0
Boikov, Sergei;COL;;D;30;RFA;0;0;0;0
Stjernberg, Gustav;COL;;;23;RFA;980000;980000;0;0
Rantanen, Mikko;DAL;;RW;29;12000000;12000000;12000000;12000000;12000000
Seguin, Tyler;DAL;;C,RW;34;9850000;9850000;UFA;0;0
Hintz, Roope;DAL;;C,LW;29;8450000;8450000;8450000;8450000;8450000
Heiskanen, Miro;DAL;;LD,RD;26;8450000;8450000;8450000;8450000;UFA
Johnston, Wyatt;DAL;;C,RW;22;8400000;8400000;8400000;8400000;8400000
Oettinger, Jake;DAL;;G;27;8250000;8250000;8250000;8250000;8250000
Robertson, Jason;DAL;;LW,RW;26;7750000;RFA;0;0;0
Lindell, Esa;DAL;;LD;31;5250000;5250000;5250000;5250000;5250000
Bunting, Michael;DAL;;LW,RW;30;4500000;UFA;0;0;0
Duchene, Matt;DAL;;C,RW;35;4500000;4500000;4500000;4500000;UFA
Harley, Thomas;DAL;;LD;24;4000000;10587000;10587000;10587000;10587000
Lyubushkin, Ilya;DAL;;RD;31;3250000;3250000;UFA;0;0
Steel, Sam;DAL;;C,LW;28;2100000;2100000;UFA;0;0
Faksa, Radek;DAL;;C,LW;32;2000000;2000000;2000000;UFA;0
Myers, Tyler;DAL;;RD;36;1500000;1500000;UFA;0;0
Suter, Ryan;DAL;;LD;41;1433333;0;0;0;0
Lundkvist, Nils;DAL;;RD;25;1250000;RFA;0;0;0
Benn, Jamie;DAL;;LW,C;36;1000000;UFA;0;0;0
DeSmith, Casey;DAL;;G;34;1000000;1000000;UFA;0;0
Scott, Harrison;DAL;ELC;F;25;975000;RFA;0;0;0
Taylor, Trey;DAL;ELC;D;24;975000;975000;RFA;0;0
Bourque, Mavrik;DAL;;C,RW;24;950000;RFA;0;0;0
Hemming, Emil;DAL;ELC;RW;19;942500;942500;942500;RFA;0
Bichsel, Lian;DAL;ELC;LD;21;918333;918333;RFA;0;0
Fuder, Jaxon;DAL;ELC;;19;916667;916667;916667;RFA;0
McDonald, Kyle;DAL;ELC;RW,LW;24;870000;RFA;0;0;0
Hyry, Arttu;DAL;ELC;RW,C;24;870000;RFA;0;0;0
Hryckowian, Justin;DAL;ELC;C,LW;25;870000;950000;950000;UFA;0
Punnett, Connor;DAL;ELC;D;22;870000;870000;RFA;0;0
Krys, Luke;DAL;ELC;D;25;870000;RFA;0;0;0
Ertel, Justin;DAL;ELC;LW,RW;22;867500;867500;RFA;0;0
Martino, Ayrton;DAL;ELC;LW;23;867500;867500;RFA;0;0
Wheatcroft, Chase;DAL;ELC;C,LW;23;862500;RFA;0;0;0
Seminoff, Matthew;DAL;ELC;RW,C;22;850000;RFA;0;0;0
Tiefensee, Arno;DAL;ELC;G;23;850000;850000;RFA;0;0
Muhonen, Niilopekka;DAL;ELC;D;20;850000;850000;850000;RFA;0
MacDonell, Angus;DAL;ELC;C;20;850000;850000;850000;RFA;0
Bertucci, Tristan;DAL;ELC;D;20;846666;846666;846666;RFA;0
Tuomaala, Samu;DAL;ELC;RW;23;830833;RFA;0;0;0
Arcuri, Francesco;DAL;ELC;C,LW;22;825000;RFA;0;0;0
Back, Oskar;DAL;;C,LW;26;825000;825000;UFA;0;0
Blackwell, Colin;DAL;;RW;32;775000;775000;UFA;0;0
Bastian, Nathan;DAL;;RW,C;28;775000;UFA;0;0;0
Erne, Adam;DAL;;LW,RW;30;775000;UFA;0;0;0
Capobianco, Kyle;DAL;;LD;28;775000;UFA;0;0;0
Petrovic, Alexander;DAL;;RD;34;775000;UFA;0;0;0
Stranges, Antonio;DAL;;LW,C;24;775000;RFA;0;0;0
Lind, Kole;DAL;;RW,LW;27;775000;UFA;0;0;0
Hughes, Cameron;DAL;;C,LW;29;775000;775000;UFA;0;0
Kolyachonok, Vladislav;DAL;;LD;24;775000;RFA;0;0;0
Poirier, Jeremie;DAL;;D;23;775000;RFA;0;0;0
Poirier, Remi;DAL;;G;24;775000;775000;RFA;0;0
Kraws, Benjamin;DAL;;G;25;775000;RFA;0;0;0
Anderson, Jack;DAL;;;23;RFA;1050000;1050000;0;0
Larkin, Dylan;DET;;C;29;8700000;8700000;8700000;8700000;8700000
Seider, Moritz;DET;;RD;24;8550000;8550000;8550000;8550000;8550000
Raymond, Lucas;DET;;RW;23;8075000;8075000;8075000;8075000;8075000
Debrincat, Alex;DET;;LW,RW;28;7875000;7875000;UFA;0;0
Faulk, Justin;DET;;RD;33;6500000;6500000;UFA;0;0
Gibson, John;DET;;G;32;6400000;6400000;UFA;0;0
Copp, Andrew;DET;;C,LW;31;5625000;5625000;UFA;0;0
Compher, J.T.;DET;;C,RW;30;5100000;5100000;5100000;UFA;0
Chiarot, Ben;DET;;LD;34;4750000;3850000;3850000;3850000;UFA
Perron, David;DET;;LW,RW;37;4000000;UFA;0;0;0
Rasmussen, Michael;DET;;C;26;3200000;3200000;3200000;UFA;0
Kane, Patrick;DET;;RW;37;3000000;UFA;0;0;0
Appleton, Mason;DET;;RW;30;2900000;2900000;UFA;0;0
Talbot, Cam;DET;;G;38;2500000;UFA;0;0;0
Gustafsson, Erik;DET;;LD;34;2000000;UFA;0;0;0
Johansson, Albert;DET;;LD,RD;25;1125000;1125000;RFA;0;0
Abdelkader, Justin;DET;;LW,RW;39;1055556;0;0;0;0
Hamonic, Travis;DET;;RD;35;1000000;UFA;0;0;0
van Riemsdyk, James;DET;;LW;36;1000000;UFA;0;0;0
Bear, Carter;DET;ELC;C,LW;19;975000;975000;975000;RFA;0
Postava, Michal;DET;ELC;G;24;975000;975000;RFA;0;0
Brandsegg-Nygård, Michael;DET;ELC;RW,LW;20;942500;942500;942500;RFA;0
Wallinder, William;DET;ELC;D;23;925000;RFA;0;0;0
Buium, Shai;DET;ELC;D;22;925000;925000;RFA;0;0
Kiiskinen, Jesse;DET;ELC;RW;20;923333;923333;923333;RFA;0
Sandin Pellikka, Axel;DET;ELC;RD;21;918333;918333;918333;RFA;0
Mazur, Carter;DET;ELC;LW;23;905833;RFA;0;0;0
Edvinsson, Simon;DET;ELC;LD;23;894167;RFA;0;0;0
Kasper, Marco;DET;ELC;C;21;886666;886666;RFA;0;0
Danielson, Nate;DET;ELC;C;21;886666;886666;886666;RFA;0
Bernard-Docker, Jacob;DET;;RD;25;875000;RFA;0;0;0
Doucet, Alexandre;DET;ELC;C,W;24;870000;RFA;0;0;0
Rychlovsky, Jakub;DET;ELC;LW;24;870000;RFA;0;0;0
Johansson, Anton;DET;ELC;D;21;870000;870000;870000;RFA;0
Becher, Ondrej;DET;ELC;C,W;22;865000;865000;RFA;0;0
Cossa, Sebastian;DET;ELC;G;23;863334;RFA;0;0;0
Gylander, Carter;DET;ELC;G;24;855000;RFA;0;0;0
Lombardi, Amadeus;DET;ELC;C;22;838333;RFA;0;0;0
Finnie, Emmitt;DET;ELC;C,LW;20;821667;821667;821667;RFA;0
Tuomisto, Antti;DET;;D;25;813750;0;0;0;0
Leonard, John;DET;;LW,RW;27;775000;UFA;0;0;0
Dries, Sheldon;DET;;C,W;31;775000;875000;875000;UFA;0
Shine, Dominik;DET;;C,RW;32;775000;875000;875000;UFA;0
Lagesson, William;DET;;LD;30;775000;775000;UFA;0;0
Watson, Austin;DET;;RW,LW;34;775000;UFA;0;0;0
Tralmaks, Eduards;DET;;LW,RW;29;775000;UFA;0;0;0
Milne, Michael;DET;;LW;23;775000;RFA;0;0;0
Stachowiak, Wojciech;DET;;;26;775000;RFA;0;0;0
Performance Bonus Cushion Excess;DET;;;;502836;0;0;0;0
Genborg, Eddie;DET;;LW;18;RFA;997500;997500;997500;0
Viro, Eemil;DET;;D;23;RFA;0;0;0;0
Draisaitl, Leon;EDM;;C,LW;30;14000000;14000000;14000000;14000000;14000000
McDavid, Connor;EDM;;C;29;12500000;12500000;12500000;UFA;0
Bouchard, Evan;EDM;;RD;26;10500000;10500000;10500000;10500000;UFA
Nurse, Darnell;EDM;;LD;31;9250000;9250000;9250000;9250000;9250000
Ekholm, Mattias;EDM;;LD;35;6000000;4000000;4000000;4000000;UFA
Hyman, Zach;EDM;;RW,LW;33;5500000;5500000;5500000;UFA;0
Jarry, Tristan;EDM;;G;30;5375000;5375000;5375000;UFA;0
Nugent-Hopkins, Ryan;EDM;;C,LW;32;5125000;5125000;5125000;5125000;UFA
Frederic, Trent;EDM;;LW,RW;28;3850000;3850000;3850000;3850000;3850000
Walman, Jake;EDM;;LD,RD;30;3400000;7000000;7000000;7000000;7000000
Henrique, Adam;EDM;;C,LW;36;3000000;UFA;0;0;0
Campbell, Jack;EDM;;G;34;2300000;2600000;1500000;1500000;1500000
Murphy, Connor;EDM;;RD;32;2200000;UFA;0;0;0
Dickinson, Jason;EDM;;C,LW;30;2125000;UFA;0;0;0
Roslovic, Jack;EDM;;C,RW;29;1500000;UFA;0;0;0
Janmark, Mattias;EDM;;C,LW;33;1450000;1450000;UFA;0;0
Kapanen, Kasperi;EDM;;RW,C;29;1300000;UFA;0;0;0
Emberson, Ty;EDM;;RD,LD;25;1300000;1300000;UFA;0;0
Ingram, Connor;EDM;;G;28;1150000;UFA;0;0;0
Pickard, Calvin;EDM;;G;33;1000000;UFA;0;0;0
Brown, Josh;EDM;;RD;32;1000000;1000000;UFA;0;0
Jones, Max;EDM;;LW,RW;28;1000000;UFA;0;0;0
Podkolzin, Vasily;EDM;;LW;24;1000000;2950000;2950000;2950000;UFA
Leppänen, Atro;EDM;ELC;;27;975000;850000;UFA;0;0
Samanski, Josh;EDM;ELC;C,LW;23;975000;975000;RFA;0;0
Howard, Isaac;EDM;ELC;LW;21;950000;950000;950000;RFA;0
Savoie, Matthew;EDM;ELC;RW,LW;22;886666;886666;RFA;0;0
Hutson, Quinn;EDM;ELC;;24;875000;875000;875000;RFA;0
Marjala, Viljami;EDM;ELC;C,LW;23;872500;872500;RFA;0;0
Stefan, James;EDM;ELC;RW,LW;22;870000;870000;RFA;0;0
Carfagna, Damien;EDM;ELC;D;23;862500;862500;RFA;0;0
Ungar, Connor;EDM;ELC;G;24;860000;RFA;0;0;0
Day, Nathaniel;EDM;ELC;G;21;856667;856667;856667;RFA;0
Jonsson, Samuel;EDM;ELC;G;22;855000;855000;855000;RFA;0
Bloom, Josh;EDM;ELC;LW;22;836667;RFA;0;0;0
Akey, Beau;EDM;ELC;D;21;831666;831666;831666;RFA;0
Clattenburg, Connor;EDM;ELC;LW;20;828333;828333;828333;RFA;0
Stastney, Spencer;EDM;;LD;26;825000;RFA;0;0;0
Dach, Colton;EDM;ELC;C,LW;23;825000;RFA;0;0;0
Stonehouse, Brady;EDM;ELC;RW,LW;21;821667;821667;RFA;0;0
Petrov, Matvei;EDM;ELC;LW,RW;23;803333;RFA;0;0;0
Lazar, Curtis;EDM;;C,RW;31;775000;UFA;0;0;0
Jarventie, Roby;EDM;;LW,RW;23;775000;RFA;0;0;0
Hamblin, James;EDM;;LW,C;26;775000;UFA;0;0;0
Poulin, Samuel;EDM;;W,C;25;775000;0;0;0;0
Regula, Alec;EDM;;RD;25;775000;775000;RFA;0;0
Stillman, Riley;EDM;;LD;28;775000;775000;UFA;0;0
Dineen, Cam;EDM;;LD;27;775000;UFA;0;0;0
Tomkins, Matt;EDM;;G;31;775000;775000;UFA;0;0
Barkov, Aleksander;FLA;;C;30;10000000;10000000;10000000;10000000;10000000
Bobrovsky, Sergei;FLA;;G;37;10000000;UFA;0;0;0
Tkachuk, Matthew;FLA;;LW,RW;28;9500000;9500000;9500000;9500000;9500000
Reinhart, Sam;FLA;;RW;30;8625000;8625000;8625000;8625000;8625000
Bennett, Sam;FLA;;C;29;8000000;8000000;8000000;8000000;8000000
Jones, Seth;FLA;;RD;31;7000000;7000000;7000000;7000000;7000000
Verhaeghe, Carter;FLA;;LW;30;7000000;7000000;7000000;7000000;7000000
Ekblad, Aaron;FLA;;RD;30;6100000;6100000;6100000;6100000;6100000
Forsling, Gustav;FLA;;LD;29;5750000;5750000;5750000;5750000;5750000
Marchand, Brad;FLA;;RW,LW;37;5250000;5250000;5250000;5250000;5250000
Lundell, Anton;FLA;;C;24;5000000;5000000;5000000;5000000;5000000
Rodrigues, Evan;FLA;;C,RW;32;3000000;3000000;UFA;0;0
Luostarinen, Eetu;FLA;;LW,C;27;3000000;3000000;UFA;0;0
Mikkola, Niko;FLA;;LD;29;2500000;5000000;5000000;5000000;5000000
Boqvist, Jesper;FLA;;C,LW;27;1500000;1500000;UFA;0;0
Kulikov, Dmitry;FLA;;LD,RD;35;1150000;1150000;1150000;UFA;0
Tarasov, Daniil;FLA;;G;27;1050000;UFA;0;0;0
Hovorka, Mikulas;FLA;ELC;RD;24;950000;RFA;0;0;0
Devine, Jack;FLA;ELC;RW;22;950000;950000;950000;RFA;0
Black, Cooper;FLA;ELC;G;24;950000;RFA;0;0;0
Steeves, Ben;FLA;ELC;LW;23;950000;RFA;0;0;0
Gerasimyuk, Kirill;FLA;ELC;G;22;875000;875000;RFA;0;0
Alscher, Marek;FLA;ELC;D;21;865000;865000;RFA;0;0
Nause, Evan;FLA;ELC;D;23;864167;RFA;0;0;0
Vilmanis, Sandis;FLA;ELC;LW,RW;22;855000;855000;RFA;0;0
Jansson, Ludvig;FLA;ELC;D;22;855000;855000;855000;RFA;0
Balinskis, Uvis;FLA;;LD,RD;29;850000;875000;875000;UFA;0
Greer, A.J.;FLA;;LW;29;850000;UFA;0;0;0
Sawchyn, Gracyn;FLA;ELC;C;21;846666;846666;846666;RFA;0
St. Martin, Hunter;FLA;ELC;LW;20;828889;828889;828889;RFA;0
Schwindt, Cole;FLA;;RW,C;24;825000;0;0;0;0
Reinhardt, Cole;FLA;;LW;26;812500;812500;UFA;0;0
Schwindt, Kai;FLA;ELC;LW;22;798334;798334;RFA;0;0
Nosek, Tomas;FLA;;C,LW;33;775000;UFA;0;0;0
Hinostroza, Vinnie;FLA;;RW,LW;32;775000;UFA;0;0;0
Foote, Nolan;FLA;;LW,RW;25;775000;0;0;0;0
Gadjovich, Jonah;FLA;;LW;27;775000;905000;905000;UFA;0
Gregor, Noah;FLA;;LW,RW;27;775000;UFA;0;0;0
Kunin, Luke;FLA;;RW,C;28;775000;UFA;0;0;0
Sebrango, Donovan;FLA;;LD;24;775000;RFA;0;0;0
Bjornfot, Tobias;FLA;;LD;24;775000;RFA;0;0;0
Benning, Michael;FLA;;RD;24;775000;RFA;0;0;0
Samoskevich, Mackie;FLA;;RW,C;23;775000;RFA;0;0;0
Studnicka, Jack;FLA;;C,RW;27;775000;UFA;0;0;0
Domingue, Louis;FLA;;G;34;775000;UFA;0;0;0
Skoog, Wilmer;FLA;;C;26;775000;RFA;0;0;0
Entwistle, Mackenzie;FLA;;RW,C;26;775000;775000;UFA;0;0
Hutsko, Logan;FLA;;RW,C;27;RFA;0;0;0;0
Heponiemi, Aleksi;FLA;;C,W;27;RFA;0;0;0;0
Okuliar, Oliver;FLA;;LW,RW;25;RFA;0;0;0;0
Muszelik, Tyler;FLA;;G;21;RFA;960000;960000;0;0
Doughty, Drew;LAK;;RD;36;11000000;11000000;UFA;0;0
Fiala, Kevin;LAK;;LW;29;7875000;7875000;7875000;7875000;UFA
Kopitar, Anze;LAK;;C;38;7000000;UFA;0;0;0
Byfield, Quinton;LAK;;C;23;6250000;6250000;6250000;6250000;UFA
Panarin, Artemi;LAK;;LW;34;5821429;11000000;11000000;UFA;0
Kempe, Adrian;LAK;;LW,RW;29;5500000;10625000;10625000;10625000;10625000
Kuemper, Darcy;LAK;;G;35;5250000;5250000;UFA;0;0
Ceci, Cody;LAK;;RD;32;4500000;4500000;4500000;4500000;UFA
Kuzmenko, Andrei;LAK;;LW;30;4300000;UFA;0;0;0
Moore, Trevor;LAK;;LW,RW;30;4200000;4200000;4200000;UFA;0
Anderson, Mikey;LAK;;LD;26;4125000;4125000;4125000;4125000;4125000
Laferriere, Alex;LAK;;RW,C;24;4100000;4100000;4100000;RFA;0
Dumoulin, Brian;LAK;;LD,RD;34;4000000;4000000;4000000;UFA;0
Edmundson, Joel;LAK;;LD;32;3850000;3850000;3850000;UFA;0
Armia, Joel;LAK;;RW,C;32;2500000;2500000;UFA;0;0
Forsberg, Anton;LAK;;G;33;2250000;2250000;UFA;0;0
Laughton, Scott;LAK;;C,LW;31;1500000;UFA;0;0;0
Burroughs, Kyle;LAK;;D;30;1100000;UFA;0;0;0
Perry, Corey;LAK;;RW,LW;40;1000000;0;0;0;0
Cihar, Vojtech;LAK;ELC;LW;18;975000;975000;975000;RFA;0
Kirsanov, Kirill;LAK;ELC;D;23;925000;925000;RFA;0;0
Lombardi, Jimmy;LAK;ELC;C;19;923333;923333;923333;RFA;0
Joseph, Mathieu;LAK;;LW,RW;29;900000;UFA;0;0;0
Salin, Otto;LAK;ELC;D;22;875000;875000;875000;RFA;0
Woolley, Jared;LAK;ELC;D;20;875000;875000;875000;RFA;0
Wright, Jared;LAK;ELC;RW,LW;23;867500;867500;RFA;0;0
Connors, Kenny;LAK;ELC;C;23;867500;867500;RFA;0;0
Clarke, Brandt;LAK;ELC;RD;23;863334;RFA;0;0;0
Jamsen, Aatu;LAK;ELC;RW,LW;23;852500;RFA;0;0;0
Lawrence, Kaleb;LAK;ELC;C,RW;23;852500;852500;RFA;0;0
George, Carter;LAK;ELC;G;19;845833;845833;845833;RFA;0
Pinelli, Francesco;LAK;ELC;C;22;845000;RFA;0;0;0
Dvorak, Jakub;LAK;ELC;D;20;840000;840000;840000;RFA;0
Booth, Angus;LAK;ELC;LD;21;826667;826667;RFA;0;0
Ziemmer, Koehn;LAK;ELC;RW;21;816666;816666;816666;RFA;0
Helenius, Samuel;LAK;ELC;C;23;805833;875000;875000;RFA;0
Portillo, Erik;LAK;;G;25;783333;783333;RFA;0;0
Turcotte, Alex;LAK;;C,RW;25;775000;775000;RFA;0;0
Malott, Jeff;LAK;;LW;29;775000;UFA;0;0;0
Ward, Taylor;LAK;;RW;27;775000;875000;875000;UFA;0
Lee, Andre;LAK;;LW,C;25;775000;775000;RFA;0;0
Moverare, Jacob;LAK;;LD;27;775000;UFA;0;0;0
Gawdin, Glenn;LAK;;C,RW;28;775000;UFA;0;0;0
Guttman, Cole;LAK;;C,RW;26;775000;775000;UFA;0;0
Chromiak, Martin;LAK;;RW,LW;23;775000;RFA;0;0;0
Jenik, Jan;LAK;;W,C;25;775000;0;0;0;0
Alexandrov, Nikita;LAK;;C,LW;25;775000;0;0;0;0
Hicketts, Joe;LAK;;D;29;775000;775000;UFA;0;0
Brown, Logan;LAK;;C;28;775000;UFA;0;0;0
Copley, Pheonix;LAK;;G;34;775000;UFA;0;0;0
Richards, Mike;LAK;;C;41;600000;600000;600000;600000;500000
Kaprizov, Kirill;MIN;;LW;28;9000000;17000000;17000000;17000000;17000000
Faber, Brock;MIN;;RD;23;8500000;8500000;8500000;8500000;8500000
Hughes, Quinn;MIN;;LD;26;7850000;7850000;UFA;0;0
Spurgeon, Jared;MIN;;RD;36;7575000;7575000;UFA;0;0
Boldy, Matt;MIN;;LW,RW;24;7000000;7000000;7000000;7000000;7000000
Brodin, Jonas;MIN;;LD;32;6000000;6000000;6000000;UFA;0
Eriksson Ek, Joel;MIN;;C;29;5250000;5250000;5250000;5250000;UFA
Tarasenko, Vladimir;MIN;;RW,LW;34;4750000;UFA;0;0;0
Foligno, Nick;MIN;;LW,RW;38;4500000;UFA;0;0;0
Middleton, Jacob;MIN;;LD;30;4350000;4350000;4350000;4350000;UFA
Zuccarello, Mats;MIN;;RW,LW;38;4125000;UFA;0;0;0
Foligno, Marcus;MIN;;LW,RW;34;4000000;4000000;4000000;UFA;0
Hartman, Ryan;MIN;;RW,C;31;4000000;4000000;UFA;0;0
Gustavsson, Filip;MIN;;G;27;3750000;6800000;6800000;6800000;6800000
Trenin, Yakov;MIN;;C,LW;29;3500000;3500000;3500000;UFA;0
Wallstedt, Jesper;MIN;;G;23;2200000;2200000;RFA;0;0
Sturm, Nico;MIN;;C,LW;30;2000000;2000000;UFA;0;0
Brink, Bobby;MIN;;RW;24;1500000;RFA;0;0;0
Bogosian, Zach;MIN;;RD,LD;35;1250000;UFA;0;0;0
Wutzke, Chase;MIN;ELC;G;19;962500;962500;962500;RFA;0
Yurov, Danila;MIN;ELC;C,RW;22;950000;950000;950000;RFA;0
Peart, Jack;MIN;ELC;D;22;925000;925000;RFA;0;0
Heidt, Riley;MIN;ELC;C,LW;20;918333;918333;918333;RFA;0
McCarron, Michael;MIN;;C,RW;31;900000;UFA;0;0;0
Hlavaj, Samuel;MIN;ELC;G;24;875000;RFA;0;0;0
Bankier, Caedan;MIN;ELC;C;23;867500;RFA;0;0;0
Haight, Hunter;MIN;ELC;C,RW;21;865833;865833;RFA;0;0
Kumpulainen, Rasmus;MIN;ELC;C;20;865833;865833;865833;RFA;0
Lambos, Carson;MIN;ELC;LD;23;863334;RFA;0;0;0
Olausson, Oskar;MIN;ELC;W,C;23;863334;RFA;0;0;0
Spacek, David;MIN;ELC;RD,LD;23;862500;RFA;0;0;0
Leskovar, Stevie;MIN;ELC;D;21;860000;860000;860000;RFA;0
Butler, Cameron;MIN;ELC;RW;23;858333;RFA;0;0;0
Suter, Ryan;MIN;;LD;41;833333;833333;833333;833333;0
Parise, Zach;MIN;;LW,RW;41;833333;833333;833333;833333;0
Mercer, Riley;MIN;ELC;G;21;820000;820000;820000;RFA;0
Schmidt, Roman;MIN;ELC;D;23;805833;RFA;0;0;0
Johansson, Marcus;MIN;;C,LW;35;800000;UFA;0;0;0
Gleason, Ben;MIN;;D;27;800000;UFA;0;0;0
Marek, Bradley;MIN;ELC;;25;790000;RFA;0;0;0
Fabbri, Robby;MIN;;LW,RW;30;775000;UFA;0;0;0
Hunt, Daemon;MIN;;D;23;775000;RFA;0;0;0
Petry, Jeff;MIN;;RD;38;775000;UFA;0;0;0
Pitlick, Tyler;MIN;;C,RW;34;775000;775000;UFA;0;0
Jones, Ben;MIN;;C;27;775000;UFA;0;0;0
Aube-Kubel, Nicolas;MIN;;RW,C;29;775000;UFA;0;0;0
Kiersted, Matt;MIN;;D;27;775000;775000;UFA;0;0
Petersen, Cal;MIN;;G;31;775000;UFA;0;0;0
Dobson, Noah;MTL;;RD;26;9500000;9500000;9500000;9500000;9500000
Laine, Patrik;MTL;;LW,RW;27;8700000;UFA;0;0;0
Suzuki, Nick;MTL;;C;26;7875000;7875000;7875000;7875000;7875000
Caufield, Cole;MTL;;LW,RW;25;7850000;7850000;7850000;7850000;7850000
Slafkovský, Juraj;MTL;;RW,LW;21;7600000;7600000;7600000;7600000;7600000
Gallagher, Brendan;MTL;;RW;33;6500000;6500000;UFA;0;0
Guhle, Kaiden;MTL;;LD;24;5550000;5550000;5550000;5550000;5550000
Anderson, Josh;MTL;;RW,LW;31;5500000;5500000;UFA;0;0
Danault, Phillip;MTL;;C;33;5500000;5500000;UFA;0;0
Matheson, Mike;MTL;;LD;32;4875000;6000000;6000000;6000000;6000000
Carrier, Alexandre;MTL;;RD;29;3750000;3750000;UFA;0;0
Dach, Kirby;MTL;;C;25;3362500;RFA;0;0;0
Montembeault, Sam;MTL;;G;29;3150000;3150000;UFA;0;0
Newhook, Alex;MTL;;C,LW;25;2900000;2900000;RFA;0;0
Evans, Jake;MTL;;C;29;2850000;2850000;2850000;2850000;UFA
Struble, Jayden;MTL;;LD;24;1412500;1412500;RFA;0;0
Xhekaj, Arber;MTL;;LD;25;1300000;RFA;0;0;0
Kahkonen, Kaapo;MTL;;G;29;1150000;UFA;0;0;0
Texier, Alexandre;MTL;;LW,RW;26;1000000;2500000;2500000;UFA;0
Dobes, Jakub;MTL;;G;24;965000;965000;RFA;0;0
Rohrer, Vinzenz;MTL;ELC;C,RW;21;950000;950000;950000;RFA;0
Hutson, Lane;MTL;ELC;LD,RD;22;950000;8850000;8850000;8850000;8850000
Pickford, Bryce;MTL;ELC;;19;940833;940833;940833;RFA;0
Demidov, Ivan;MTL;ELC;RW,LW;20;940833;940833;RFA;0;0
Kapanen, Oliver;MTL;ELC;C,RW;22;925000;925000;RFA;0;0
Fowler, Jacob;MTL;ELC;G;21;923333;923333;923333;RFA;0
Tuch, Luke;MTL;ELC;LW;24;912500;RFA;0;0;0
Veleno, Joseph;MTL;;C,LW;26;900000;RFA;0;0;0
Engström, Adam;MTL;ELC;LD;22;896667;896667;RFA;0;0
Reinbacher, David;MTL;ELC;D;21;886666;886666;886666;RFA;0
Mesar, Filip;MTL;ELC;RW;22;886666;886666;RFA;0;0
Thorpe, Tyler;MTL;ELC;RW;20;868333;868333;868333;RFA;0
Xhekaj, Florian;MTL;ELC;LW,C;21;866667;866667;RFA;0;0
Bolduc, Zack;MTL;ELC;RW,LW;23;863334;RFA;0;0;0
Davidson, Jared;MTL;ELC;C;23;862500;RFA;0;0;0
Beck, Owen;MTL;ELC;C;22;853333;853333;RFA;0;0
Chiasson, Jake;MTL;ELC;C,RW;22;843333;RFA;0;0;0
Laroque, Gannon;MTL;ELC;D;22;836667;RFA;0;0;0
Roy, Joshua;MTL;ELC;LW;22;835000;RFA;0;0;0
Belzile, Alex;MTL;;RW,C;34;775000;UFA;0;0;0
Farrell, Sean;MTL;;C,LW;24;775000;RFA;0;0;0
Condotta, Lucas;MTL;;C;28;775000;775000;UFA;0;0
Blais, Sammy;MTL;;LW,RW;29;775000;UFA;0;0;0
Clurman, Nathan;MTL;;D;27;775000;UFA;0;0;0
Del Gaizo, Marc;MTL;;D;26;775000;0;0;0;0
Trudeau, William;MTL;;D;23;775000;RFA;0;0;0
Shepard, Hunter;MTL;;G;30;775000;UFA;0;0;0
Mittelstadt, Luke;MTL;;D;23;RFA;1013750;1013750;0;0
Josi, Roman;NSH;;LD,RD;35;9059000;9059000;9059000;UFA;0
Forsberg, Filip;NSH;;LW,RW;31;8500000;8500000;8500000;8500000;8500000
Stamkos, Steven;NSH;;RW,C;36;8000000;8000000;8000000;UFA;0
Saros, Juuse;NSH;;G;30;7740000;7740000;7740000;7740000;7740000
Skjei, Brady;NSH;;LD;32;7000000;7000000;7000000;7000000;7000000
Duchene, Matt;NSH;;C,RW;35;6555556;1555556;1555556;1555556;0
